word lemma
انه أَنَّ
من مِن
عبادنا عِباد
المؤمنين مُؤْمِن
ثم ثُمَّ
اغرقنا أَغْرَق
الاخرين آخَر
وان أَنَّ
من مِن
شيعته شَيَّع
لابراهيم إِبْراهِيم
اذ إِذ
جاء جاء
ربه رَبّ
بقلب قَلْب
سليم سَلِيم
اذ إِذ
قال قال
لابيه أَب
وقومه قَوْم
ماذا ماذا
تعبدون عَبَّد
ائفكا ائفكا
الهة إِلٰه
دون دُون
الله اللَّه
تريدون أَراد
فما ما
ظنكم ظَنّ
برب رَبّ
العالمين عالَم
فنظر نَظَر
نظرة نَظْرَة
في فِي
النجوم نَجْم
فقال قال
اني أَنَّ
سقيم سَقِيم
فتولوا تَوَلَّى
عنه عَن
مدبرين مُدَبِّر
فراغ فَراغ
الي إِلَى
الهتهم إِلٰه
فقال قال
الا إِلّا
تاكلون أَكَل
ما ما
لكم لِ
لا لا
تنطقون نَطَق
فراغ فَراغ
عليهم عَلَى
ضربا ضَرْب
باليمين يَمِين
فاقبلوا أَقْبَل
اليه إِلَى
يزفون زَفّ
قال قال
اتعبدون اتعبدون
ما ما
تنحتون نَحَت
والله اللَّه
خلقكم خَلْق
وما ما
تعملون عَمِل
قالوا قال
ابنوا ؤَبِّن
له لِ
بنيانا بَنَى
فالقوه قُوَّة
في فِي
الجحيم جَحِيم
فارادوا أَراد
به بِ
كيدا كَيْد
فجعلناهم جَعَل
الاسفلين أَسْفَل
وقال قال
اني أَنَّ
ذاهب ذاهِب
الي إِلَى
ربي رَبّ
سيهدين أَهْدَى
رب رَبّ
هب هَبّ
لي لِ
من مِن
الصالحين صالِح
فبشرناه بَشَّر
بغلام غُلام
حليم حَلِيم
فلما لَمّا
بلغ بَلَغ
معه مَع
السعي سَعْي
قال قال
يا يا
بني بَنِي
اني أَنَّ
اري أَري
في فِي
المنام مَنام
اني أَنَّ
اذبحك ذَبَح
فانظر نَظَر
ماذا ماذا
تري وَرَى
قال قال
يا يا
ابت أَبَى
افعل فَعَل
ما ما
تؤمر أَمَّر
ستجدني وَجَد
ان أَنَّ
شاء شاء
الله اللَّه
من مِن
الصابرين صابِر
فلما لَمّا
اسلما أَسْلَم
وتله وَلِي
للجبين جَبِين
وناديناه نادَى
ان أَنَّ
يا يا
ابراهيم إِبْراهِيم
قد قَدْ
صدقت صَدَق
الرؤيا رُؤَى
انا أَنا
كذلك ذٰلِكَ
نجزي نَجْز
المحسنين مُحْسِن
ان أَنَّ
هذا هٰذا
لهو هُو
البلاء بَلاء
المبين مُبَيِّن
وفديناه فَدَى
بذبح ذَبْح
عظيم عَظِيم
وتركنا تَرَك
عليه عَلَى
في فِي
الاخرين آخَر
سلام سَلام
علي عَلَى
ابراهيم إِبْراهِيم
كذلك ذٰلِكَ
نجزي نَجْز
المحسنين مُحْسِن
انه أَنَّ
من مِن
عبادنا عِباد
المؤمنين مُؤْمِن
وبشرناه بَشَّر
باسحاق إِسْحاق
نبيا نَبِيّ
من مِن
الصالحين صالِح
وباركنا بارَك
عليه عَلَى
وعلي عَلِيّ
اسحاق إِسْحاق
ومن مِن
ذريتهما ذَرِّيّ
محسن مُحْسِن
وظالم ظالِم
لنفسه نَفْس
مبين مُبَيِّن
ولقد قَدْ
مننا مننا
علي عَلَى
موسي مُوسَى
وهارون هارُون
ونجيناهما نَجَّى
وقومهما قَوْم
من مِن
الكرب كَرْب
العظيم عَظِيم
ونصرناهم نَصَر
فكانوا كان
هم هُم
الغالبين غالِب
واتيناهما أَتَى
الكتاب كِتاب
المستبين المستبين
وهديناهما هَدَى
الصراط صِراط
المستقيم مُسْتَقِيم
وتركنا تَرَك
عليهما عَلَى
في فِي
الاخرين آخَر
سلام سَلام
علي عَلَى
موسي مُوسَى
وهارون هارُون
انا أَنا
كذلك ذٰلِكَ
نجزي نَجْز
المحسنين مُحْسِن
انهما أَنَّ
من مِن
عبادنا عِباد
المؤمنين مُؤْمِن
وان أَنَّ
الياس إِلْياس
لمن مَن
المرسلين مُرْسِل
اذ إِذ
قال قال
لقومه قَوْم
الا إِلّا
تتقون ٱِتَّقَى
اتدعون اتدعون
بعلا بَعْل
وتذرون وَذِر
احسن أَحْسَن
الخالقين خالِق
الله اللَّه
ربكم رَبّ
ورب رَبّ
ابائكم آباء
الاولين أَوَّل
فكذبوه كَذَب
فانهم إِنَّ
لمحضرون مُحَضَّر
الا إِلّا
عباد عَبّاد
الله اللَّه
المخلصين مُخَلِّص
وتركنا تَرَك
عليه عَلَى
في فِي
الاخرين آخَر
سلام سَلام
علي عَلَى
ال ال
ياسين ياسِين
انا أَنا
كذلك ذٰلِكَ
نجزي نَجْز
المحسنين مُحْسِن
انه أَنَّ
من مِن
عبادنا عِباد
المؤمنين مُؤْمِن
وان أَنَّ
لوطا وَطِئ
لمن مَن
المرسلين مُرْسِل
اذ إِذ
نجيناه نَجَّى
واهله أَهْل
اجمعين أَجْمَع
الا إِلّا
عجوزا عَجُوز
في فِي
الغابرين غابِر
ثم ثُمَّ
دمرنا دَمَّر
الاخرين آخَر
وانكم أَنَّ
لتمرون لتمرون
عليهم عَلَى
مصبحين مصبحين
وبالليل لَيْل
افلا آفِل
تعقلون عَقَل
وان أَنَّ
يونس يُونِس
لمن مَن
المرسلين مُرْسِل
اذ إِذ
ابق أَبَق
الي إِلَى
الفلك فَلَك
المشحون مَشْحُون
فساهم ساهَم
فكان كان
من مِن
المدحضين المدحضين
فالتقمه ٱِلْتَقَم
الحوت حُوت
وهو هُوَ
مليم مَلِيم
فلولا لَوْلا
انه أَنَّ
كان كان
من مِن
المسبحين مَسْبَح
للبث بَثّ
في فِي
بطنه بَطْن
الي إِلَى
يوم يَوْم
يبعثون بَعَث
فنبذناه نَبَذ
بالعراء عَراء
وهو هُوَ
سقيم سَقِيم
وانبتنا أَنْبَت
عليه عَلَى
شجرة شَجَرَة
من مِن
يقطين يَقْطِين
وارسلناه أَرْسَل
الي إِلَى
مائة مِئَة
الف أَلْف
او أَو
يزيدون زاد
فامنوا أَمَّن
فمتعناهم مَتَع
الي إِلَى
حين حِين
فاستفتهم ٱِسْتَفْتَى
الربك رَبَك
البنات بِنْت
ولهم لِ
البنون بَنُون
ام أَم
خلقنا خَلَق
الملائكة مَلْأَك
اناثا إِناث
وهم هُم
شاهدون شاهدون
الا إِلّا
انهم أَنَّ
من مِن
افكهم فَكّ
ليقولون ليقولون
ولد وَلَد
الله اللَّه
وانهم أَنَّ
لكاذبون كاذِب
اصطفي ٱِصْطَفَى
البنات بِنْت
علي عَلَى
البنين بَنُون
ما ما
لكم لِ
كيف كَيْفَ
تحكمون حَكَم
افلا آفِل
تذكرون ذَكَر
ام أَم
لكم لِ
سلطان سُلْطان
مبين مُبَيِّن
فاتوا أَتَى
بكتابكم كِتاب
ان أَنَّ
كنتم كان
صادقين صادِق
وجعلوا جَعَل
بينه بَيِّن
وبين بَيِّن
الجنة جَنَّة
نسبا نَسَب
ولقد قَدْ
علمت عَلِم
الجنة جَنَّة
انهم أَنَّ
لمحضرون مُحَضَّر
سبحان سُبْحان
الله اللَّه
عما عَن
يصفون وَصَف
الا إِلّا
عباد عَبّاد
الله اللَّه
المخلصين مُخَلِّص
فانكم أَنَّ
وما ما
تعبدون عَبَّد
ما ما
انتم أَنْتُم
عليه عَلَى
بفاتنين فاتِن
الا إِلّا
من مِن
هو هُوَ
صال صال
الجحيم جَحِيم
وما ما
منا مِن
الا إِلّا
له لِ
مقام مَقام
معلوم مَعْلُوم
وانا أَنا
لنحن ناح
الصافون الصافون
وانا أَنا
لنحن ناح
المسبحون المسبحون
وان أَنَّ
كانوا كان
ليقولون ليقولون
لو لَو
ان أَنَّ
عندنا عِنْد
ذكرا ذِكْر
من مِن
الاولين أَوَّل
لكنا لٰكِنَّ
عباد عَبّاد
الله اللَّه
المخلصين مُخَلِّص
فكفروا كَفَّر
به بِ
فسوف سَوْفَ
يعلمون عَلِم
ولقد قَدْ
سبقت سَبَق
كلمتنا كَلِمَة
لعبادنا عِباد
المرسلين مُرْسِل
انهم أَنَّ
لهم لِ
المنصورون مَنْصُور
وان أَنَّ
جندنا جُنْد
لهم لِ
الغالبون الغالبون
فتول تَوَلِّي
عنهم عَن
حتي حَتَّى
حين حِين
وابصرهم أَبْصَر
فسوف سَوْفَ
يبصرون أَبْصَر
افبعذابنا افبعذابنا
يستعجلون ٱِسْتَعْجَل
فاذا إِذا
نزل نَزَل
بساحتهم ساحَة
فساء ساء
صباح صَباح
المنذرين مُنْذِر
وتول تَوَلِّي
عنهم عَن
حتي حَتَّى
حين حِين
وابصر أَبْصَر
فسوف سَوْفَ
يبصرون أَبْصَر
سبحان سُبْحان
ربك رَبّ
رب رَبّ
العزة عِزَّة
عما عَن
يصفون وَصَف
وسلام سَلام
علي عَلَى
المرسلين مُرْسِل
والحمد حَمْد
لله اللَّه
رب رَبّ
العالمين عالَم
بسم سَمّ
الله اللَّه
الرحمن رَحْمٰن
الرحيم رَحِيم
ص ص
والقران قُرْآن
ذي ذُو
الذكر ذِكْر
بل بَل
الذين الَّذِي
كفروا كَفَّر
في فِي
عزة عِزّ
وشقاق شِقاق
كم كَم
اهلكنا أَهْلَك
من مِن
قبلهم قَبِل
من مِن
قرن قَرْن
فنادوا نادَى
ولات آتِي
حين حِين
مناص مَناص
وعجبوا عَجِب
ان أَنَّ
جاءهم جاء
منذر مُنْذِر
منهم مِن
وقال قال
الكافرون كافِر
هذا هٰذا
ساحر ساحِر
كذاب كَذّاب
اجعل جَعَل
الالهة إِلٰه
الها وَلِي
واحدا واحِد
ان أَنَّ
هذا هٰذا
لشيء شَيْء
عجاب عُجاب
وانطلق ٱِنْطَلَق
الملا مُلّا
منهم مِن
ان أَنَّ
امشوا أَمْشَى
واصبروا واصبروا
علي عَلَى
الهتكم إِلٰه
ان أَنَّ
هذا هٰذا
لشيء شَيْء
يراد أَراد
ما ما
سمعنا سَمِع
بهذا هٰذا
في فِي
الملة مِلَّة
الاخرة آخِرَة
ان أَنَّ
هذا هٰذا
الا إِلّا
اختلاق ٱِخْتِلاق
اانزل اانزل
عليه عَلَى
الذكر ذِكْر
من مِن
بيننا بَيِّن
بل بَل
هم هُم
في فِي
شك شَكّ
من مِن
ذكري ذِكْرَى
بل بَل
لما ما
يذوقوا ذاق
عذاب عَذاب
ام أَم
عندهم عِنْد
خزائن خِزانَة
رحمة رَحِم
ربك رَبّ
العزيز عَزِيز
الوهاب وَهّاب
ام أَم
لهم لِ
ملك مَلِك
السماوات سَماء
والارض أَرْض
وما ما
بينهما بَيِّن
فليرتقوا ٱِرْتَقَى
في فِي
الاسباب سَبَب
جند جُنْد
ما ما
هنالك هُناكَ
مهزوم مهزوم
من مِن
الاحزاب حِزْب
كذبت كَذَب
قبلهم قَبِل
قوم قَوْم
نوح نُوح
وعاد عاد
وفرعون فِرْعَوْن
ذو ذُو
الاوتاد وَتَد
وثمود وثمود
وقوم قَوْم
لوط لُوط
واصحاب صاحِب
الايكة أَيْكَة
اولئك أُولائِكَ
الاحزاب حِزْب
ان أَنَّ
كل كُلّ
الا إِلّا
كذب كِذْب
الرسل رَسُول
فحق حَقّ
عقاب عِقاب
وما ما
ينظر نَظَر
هؤلاء هٰذا
الا إِلّا
صيحة صَيْحَة
واحدة واحِد
ما ما
لها لِ
من مِن
فواق واقِي
وقالوا قال
ربنا رَبّ
عجل عَجَّل
لنا لِ
قطنا قُطْن
قبل قِبَل
يوم يَوْم
الحساب حِساب
اصبر أَصْبَر
علي عَلَى
ما ما
يقولون قال
واذكر ذَكَر
عبدنا عَبْد
داوود داوُد
ذا ذُو
الايد الايد
انه أَنَّ
اواب أَوّاب
انا أَنا
سخرنا سَخَّر
الجبال جَبَل
معه مَع
يسبحن سَبَح
بالعشي عَشَى
والاشراق إِشْراق
والطير طَيْر
محشورة محشوره
كل كُلّ
له لِ
اواب أَوّاب
وشددنا شَدَّد
ملكه مِلْك
واتيناه أَتَى
الحكمة حِكْمَة
وفصل فَصْل
الخطاب خِطاب
وهل هَل
اتاك أَتَى
نبا نَبَأ
الخصم خَصْم
اذ إِذ
تسوروا تَسَوَّر
المحراب مِحْراب
اذ إِذ
دخلوا دَخَل
علي عَلَى
داوود داوُد
ففزع فَزَع
منهم مِن
قالوا قال
لا لا
تخف أَخْفَى
خصمان خَصْم
بغي بَغَى
بعضنا عَضّ
علي عَلَى
بعض عَضّ
فاحكم حَكَم
بيننا بَيِّن
بالحق حَقّ
ولا لا
تشطط شَطّ
واهدنا واهدنا
الي إِلَى
سواء سَواء
الصراط صِراط
ان أَنَّ
هذا هٰذا
اخي أَخ
له لِ
تسع تِسْع
وتسعون سَعَى
نعجة عَجّ
ولي وَلِيّ
نعجة عَجّ
واحدة واحِد
فقال قال
اكفلنيها اكفلنيها
وعزني وعزني
في فِي
الخطاب خِطاب
قال قال
لقد قَدْ
ظلمك ظُلْم
بسؤال سُؤال
نعجتك نَعْجَة
الي إِلَى
نعاجه نَعْجَة
وان أَنَّ
كثيرا كَثِير
من مِن
الخلطاء خَلِيط
ليبغي بَغَى
بعضهم عَضّ
علي عَلَى
بعض عَضّ
الا إِلّا
الذين الَّذِي
امنوا أَمَّن
وعملوا عَمِل
الصالحات صالِح
وقليل قَلِيل
ما ما
هم هُم
وظن ظَنّ
داوود داوُد
انما إِنَّما
فتناه فات
فاستغفر ٱِسْتَغْفَر
ربه رَبّ
وخر خَرّ
راكعا راكِع
واناب أَناب
فغفرنا غَفَر
له لِ
ذلك ذٰلِكَ
وان أَنَّ
له لِ
عندنا عِنْد
لزلفي زُلْفى
وحسن حَسَن
ماب مَآب
يا يا
داوود داوُد
انا أَنا
جعلناك جَعَل
خليفة خَلِيفَة
في فِي
الارض أَرْض
فاحكم حَكَم
بين بَيِّن
الناس ناس
بالحق حَقّ
ولا لا
تتبع تَبِع
الهوي هُوَّة
فيضلك ضَلّ
عن عَن
سبيل سَبِيل
الله اللَّه
ان أَنَّ
الذين الَّذِي
يضلون ضَلّ
عن عَن
سبيل سَبِيل
الله اللَّه
لهم لِ
عذاب عَذاب
شديد شَدِيد
بما ما
نسوا نَسِي
يوم يَوْم
الحساب حِساب
وما ما
خلقنا خَلَق
السماء سَماء
والارض أَرْض
وما ما
بينهما بَيِّن
باطلا باطِل
ذلك ذٰلِكَ
ظن ظَنّ
الذين الَّذِي
كفروا كَفَّر
فويل وَيْل
للذين الَّذِي
كفروا كَفَّر
من مِن
النار نار
ام أَم
نجعل جَعَل
الذين الَّذِي
امنوا أَمَّن
وعملوا عَمِل
الصالحات صالِح
كالمفسدين مُفْسِد
في فِي
الارض أَرْض
ام أَم
نجعل جَعَل
المتقين مُتَّقِي
كالفجار فاجِر
كتاب كِتاب
انزلناه أَنْزَل
اليك إِلَى
مبارك مُبارَك
ليدبروا دَبَّر
اياته آيَة
وليتذكر تَذَكَّر
اولو أَوَّل
الالباب لُبّ
ووهبنا وَهَب
لداوود داوُد
سليمان سُلَيْمان
نعم نَعَم
العبد عَبْد
انه أَنَّ
اواب أَوّاب
اذ إِذ
عرض عَرَض
عليه عَلَى
بالعشي عَشَى
الصافنات الصافنات
الجياد جَيِّد
فقال قال
اني أَنَّ
احببت أَحَبّ
حب حُبّ
الخير خَيْر
عن عَن
ذكر ذَكَر
ربي رَبّ
حتي حَتَّى
توارت تَوارَى
بالحجاب حِجاب
ردوها رَدّ
علي عَلَى
فطفق طَفَق
مسحا مَسْح
بالسوق سُوق
والاعناق عُنْق
ولقد قَدْ
فتنا فِتْنَة
سليمان سُلَيْمان
والقينا أَلْقَى
علي عَلَى
كرسيه كُرْسِيّ
جسدا جَسَد
ثم ثُمَّ
اناب أَناب
قال قال
رب رَبّ
اغفر غَفَر
لي لِ
وهب هَبّ
لي لِ
ملكا مِلْك
لا لا
ينبغي ٱِنْبَغَى
لاحد أَحَد
من مِن
بعدي بَعْد
انك أَنَّ
انت أَنْتَ
الوهاب وَهّاب
فسخرنا سَخَّر
له لِ
الريح رِيح
تجري جَرَى
بامره أَمَرّ
رخاء رَخاء
حيث حَيْثُ
اصاب أَصاب
والشياطين شَيْطان
كل كُلّ
بناء بِناء
وغواص غَوّاص
واخرين آخَر
مقرنين مُقَرَّن
في فِي
الاصفاد صَفَد
هذا هٰذا
عطاؤنا عَطاء
فامنن فامنن
او أَو
امسك أَمَسّ
بغير غَيْر
حساب حِساب
وان أَنَّ
له لِ
عندنا عِنْد
لزلفي زُلْفى
وحسن حَسَن
ماب مَآب
واذكر ذَكَر
عبدنا عَبْد
ايوب أَيُّوب
اذ إِذ
نادي نادِي
ربه رَبّ
اني أَنَّ
مسني مُسِنّ
الشيطان شَيْطان
بنصب نُصْب
وعذاب عَذاب
اركض رَكَض
برجلك رَجُل
هذا هٰذا
مغتسل مُغْتَسَل
بارد بارِد
وشراب شَراب
ووهبنا وَهَب
له لِ
اهله أَهْل
ومثلهم مَثَل
معهم مَع
رحمة رَحِم
منا مِن
وذكري ذِكْرَى
لاولي أَوَّل
الالباب لُبّ
وخذ أَخَذ
بيدك يَد
ضغثا ضَغَث
فاضرب ضَرَب
به بِ
ولا لا
تحنث تَحَنَّث
انا أَنا
وجدناه وَجَد
صابرا صابِر
نعم نَعَم
العبد عَبْد
انه أَنَّ
اواب أَوّاب
واذكر ذَكَر
عبادنا عِباد
ابراهيم إِبْراهِيم
واسحاق إِسْحاق
ويعقوب يَعْقُوب
اولي أَوَّل
الايدي يَد
والابصار أَبْصار
انا أَنا
اخلصناهم اخلصناهم
بخالصة خالِص
ذكري ذِكْرَى
الدار دار
وانهم أَنَّ
عندنا عِنْد
لمن مَن
المصطفين مُصْطَفَى
الاخيار خَيْر
واذكر ذَكَر
اسماعيل إِسْماعِيل
واليسع واليسع
وذا ذُو
الكفل كَفْل
وكل كُلّ
من مِن
الاخيار خَيْر
هذا هٰذا
ذكر ذَكَر
وان أَنَّ
للمتقين مُتَّقِي
لحسن حُسْن
ماب مَآب
جنات جَنَّة
عدن عَدْن
مفتحة مُفَتِّح
لهم لِ
الابواب باب
متكئين مُتَّكَأ
فيها فِي
يدعون ٱِدَّعَى
فيها فِي
بفاكهة فاكِهَة
كثيرة كَثِير
وشراب شَراب
وعندهم عِنْد
قاصرات قاصِر
الطرف طَرَف
اتراب تِرْب
هذا هٰذا
ما ما
توعدون وَعَد
ليوم يَوْم
الحساب حِساب
ان أَنَّ
هذا هٰذا
لرزقنا رَزَق
ما ما
له لِ
من مِن
نفاد أَفاد
هذا هٰذا
وان أَنَّ
للطاغين طاغِي
لشر شَرّ
ماب مَآب
جهنم جَهَنَّم
يصلونها وَصَل
فبئس بَئِس
المهاد مِهاد
هذا هٰذا
فليذوقوه ذاق
حميم حَمِيم
وغساق وغساق
واخر آخِر
من مِن
شكله شَكْل
ازواج زَوْج
هذا هٰذا
فوج فَوْج
مقتحم مقتحم
معكم مَع
لا لا
مرحبا مَرْحَباً
بهم بِ
انهم أَنَّ
صالو صالو
النار نار
قالوا قال
بل بَل
انتم أَنْتُم
لا لا
مرحبا مَرْحَباً
بكم بِ
انتم أَنْتُم
قدمتموه قَدَّم
لنا لِ
فبئس بَئِس
القرار قَرار
قالوا قال
ربنا رَبّ
من مِن
قدم قَدَّم
لنا لِ
هذا هٰذا
فزده فزده
عذابا عَذاب
ضعفا ضِعْف
في فِي
النار نار
وقالوا قال
ما ما
لنا لِ
لا لا
نري وَرَى
رجالا رَجُل
كنا كان
نعدهم أَعَدّ
من مِن
الاشرار شَرِير
اتخذناهم ٱِتَّخَذ
سخريا سُخْرِيّ
ام أَم
زاغت زاغ
عنهم عَن
الابصار أَبْصار
ان أَنَّ
ذلك ذٰلِكَ
لحق حَقّ
تخاصم تَخاصَم
اهل أَهْل
النار نار
قل قال
انما إِنَّما
انا أَنا
منذر مُنْذِر
وما ما
من مِن
اله وَلِي
الا إِلّا
الله اللَّه
الواحد واحِد
القهار قَهّار
رب رَبّ
السماوات سَماء
والارض أَرْض
وما ما
بينهما بَيِّن
العزيز عَزِيز
الغفار غَفّار
قل قال
هو هُوَ
نبا نَبَأ
عظيم عَظِيم
انتم أَنْتُم
عنه عَن
معرضون مُعَرَّض
ما ما
كان كان
لي لِ
من مِن
علم عَلِم
بالملا مُلّا
الاعلي أَعْلَى
اذ إِذ
يختصمون ٱِخْتَصَم
ان أَنَّ
يوحي أَوْحَى
الي إِلَى
الا إِلّا
انما إِنَّما
انا أَنا
نذير نَذِير
مبين مُبَيِّن
اذ إِذ
قال قال
ربك رَبّ
للملائكة مَلْأَك
اني أَنَّ
خالق خالِق
بشرا بَشَر
من مِن
طين طِين
فاذا إِذا
سويته سَوِيّ
ونفخت نَفَخ
فيه فِي
من مِن
روحي رُوح
فقعوا فَقَع
له لِ
ساجدين ساجِد
فسجد سَجَد
الملائكة مَلْأَك
كلهم كُلّ
اجمعون اجمعون
الا إِلّا
ابليس إِبْلِيس
استكبر ٱِسْتَكْبَر
وكان كان
من مِن
الكافرين كافِر
قال قال
يا يا
ابليس إِبْلِيس
ما ما
منعك مَنْع
ان أَنَّ
تسجد سَجَد
لما ما
خلقت خَلَق
بيدي يَد
استكبرت ٱِسْتَكْبَر
ام أَم
كنت كان
من مِن
العالين عالِي
قال قال
انا أَنا
خير خَيْر
منه مِن
خلقتني خَلَق
من مِن
نار نار
وخلقته خَلَق
من مِن
طين طِين
قال قال
فاخرج خَرَج
منها مِن
فانك إِنَّ
رجيم رِجِيم
وان أَنَّ
عليك عَلَى
لعنتي لَعْنَة
الي إِلَى
يوم يَوْم
الدين دِين
قال قال
رب رَبّ
فانظرني نَظَر
الي إِلَى
يوم يَوْم
يبعثون بَعَث
قال قال
فانك إِنَّ
من مِن
المنظرين مَنْظَر
الي إِلَى
يوم يَوْم
الوقت وَقْت
المعلوم مَعْلُوم
قال قال
فبعزتك عِزَّة
لاغوينهم أَغْوَى
اجمعين أَجْمَع
الا إِلّا
عبادك عِباد
منهم مِن
المخلصين مُخَلِّص
قال قال
فالحق حَقّ
والحق حَقّ
اقول قال
لاملان أَمَل
جهنم جَهَنَّم
منك مِن
وممن مِن
تبعك تَبِع
منهم مِن
اجمعين أَجْمَع
قل قال
ما ما
اسالكم سَأَل
عليه عَلَى
من مِن
اجر جَرَى
وما ما
انا أَنا
من مِن
المتكلفين مُتَكَلَّف
ان أَنَّ
هو هُوَ
الا إِلّا
ذكر ذَكَر
للعالمين عالَم
ولتعلمن عَلِم
نباه نَبَأ
بعد بُعْد
حين حِين
بسم سَمّ
الله اللَّه
الرحمن رَحْمٰن
الرحيم رَحِيم
تنزيل تَنْزِيل
الكتاب كِتاب
من مِن
الله اللَّه
العزيز عَزِيز
الحكيم حَكِيم
انا أَنا
انزلنا أَنْزَل
اليك إِلَى
الكتاب كِتاب
بالحق حَقّ
فاعبد عَبَّد
الله اللَّه
مخلصا مُخْلِص
له لِ
الدين دِين
الا إِلّا
لله اللَّه
الدين دِين
الخالص خالِص
والذين الَّذِي
اتخذوا ٱِتَّخَذ
من مِن
دونه دُون
اولياء وَلِيّ
ما ما
نعبدهم عَبَّد
الا إِلّا
ليقربونا قَرُب
الي إِلَى
الله اللَّه
زلفي زَلَف
ان أَنَّ
الله اللَّه
يحكم حَكَم
بينهم بَيِّن
في فِي
ما ما
هم هُم
فيه فِي
يختلفون ٱِخْتَلَف
ان أَنَّ
الله اللَّه
لا لا
يهدي هَدَى
من مِن
هو هُوَ
كاذب كاذِب
كفار فَأْر
لو لَو
اراد أَراد
الله اللَّه
ان أَنَّ
يتخذ ٱِتَّخَذ
ولدا وَلَد
لاصطفي ٱِصْطَفَى
مما مِن
يخلق خَلَق
ما ما
يشاء شاء
سبحانه سُبْحان
هو هُوَ
الله اللَّه
الواحد واحِد
القهار قَهّار
خلق خَلْق
السماوات سَماء
والارض أَرْض
بالحق حَقّ
يكور كَوَّر
الليل لَيْل
علي عَلَى
النهار نَهار
ويكور كَوَّر
النهار نَهار
علي عَلَى
الليل لَيْل
وسخر سَخَّر
الشمس شَمْس
والقمر قَمَر
كل كُلّ
يجري جَرَى
لاجل أَجْل
مسمي مُسَمَّى
الا إِلّا
هو هُوَ
العزيز عَزِيز
الغفار غَفّار
خلقكم خَلْق
من مِن
نفس نَفْس
واحدة واحِد
ثم ثُمَّ
جعل جَعَل
منها مِن
زوجها زَوْج
وانزل نَزَل
لكم لِ
من مِن
الانعام أَنْعام
ثمانية ثَمانِي
ازواج زَوْج
يخلقكم خَلَق
في فِي
بطون بُطُون
امهاتكم أُمّ
خلقا خَلْق
من مِن
بعد بُعْد
خلق خَلْق
في فِي
ظلمات ظُلْمَة
ثلاث ثَلاث
ذلكم ذٰلِكَ
الله اللَّه
ربكم رَبّ
له لِ
الملك مَلِك
لا لا
اله وَلِي
الا إِلّا
هو هُوَ
فاني أَنَّ
تصرفون صَرَف
ان أَنَّ
تكفروا كَفَّر
فان إِنَّ
الله اللَّه
غني غَنِيّ
عنكم عَن
ولا لا
يرضي أَرْضَى
لعباده عِبادَة
الكفر كُفْر
وان أَنَّ
تشكروا شَكَر
يرضه رَضِي
لكم لِ
ولا لا
تزر زار
وازرة آزَر
وزر وِزْر
اخري أُخْرَى
ثم ثُمَّ
الي إِلَى
ربكم رَبّ
مرجعكم مَرْجِع
فينبئكم نَبَّأ
بما ما
كنتم كان
تعملون عَمِل
انه أَنَّ
عليم عَلِيم
بذات ذات
الصدور صَدْر
واذا إِذا
مس مَسّ
الانسان إِنْسان
ضر ضَرّ
دعا دَعا
ربه رَبّ
منيبا مُنِيب
اليه إِلَى
ثم ثُمَّ
اذا إِذا
خوله خَوَّل
نعمة نِعْمَة
منه مِن
نسي نَسِي
ما ما
كان كان
يدعو دَعا
اليه إِلَى
من مِن
قبل قِبَل
وجعل جَعَل
لله اللَّه
اندادا نِدّ
ليضل ضَلّ
عن عَن
سبيله سَبِيل
قل قال
تمتع تَمَتَّع
بكفرك كُفْر
قليلا قَلِيل
انك أَنَّ
من مِن
اصحاب صاحِب
النار نار
امن أَمْن
هو هُوَ
قانت قانت
اناء نَأْي
الليل لَيْل
ساجدا ساجِد
وقائما قائِم
يحذر حَذَّر
الاخرة آخِرَة
ويرجو رَجا
رحمة رَحِم
ربه رَبّ
قل قال
هل هَل
يستوي ٱِسْتَوَى
الذين الَّذِي
يعلمون عَلِم
والذين الَّذِي
لا لا
يعلمون عَلِم
انما إِنَّما
يتذكر تَذَكَّر
اولو أَوَّل
الالباب لُبّ
قل قال
يا يا
عباد عَبّاد
الذين الَّذِي
امنوا أَمَّن
اتقوا ٱِتَّقَى
ربكم رَبّ
للذين الَّذِي
احسنوا أَحْسَن
في فِي
هذه هٰذا
الدنيا دُنْيا
حسنة حَسَن
وارض أَرْض
الله اللَّه
واسعة واسِع
انما إِنَّما
يوفي وَفَى
الصابرون صابِر
اجرهم جَرَى
بغير غَيْر
حساب حِساب
قل قال
اني أَنَّ
امرت أَمَر
ان أَنَّ
اعبد عَبَّد
الله اللَّه
مخلصا مُخْلِص
له لِ
الدين دِين
وامرت أَمَر
لان أَنَّ
اكون كان
اول أَوَّل
المسلمين مُسْلِم
قل قال
اني أَنَّ
اخاف أَخاف
ان أَنَّ
عصيت عَصَى
ربي رَبّ
عذاب عَذاب
يوم يَوْم
عظيم عَظِيم
قل قال
الله اللَّه
اعبد عَبَّد
مخلصا مُخْلِص
له لِ
ديني دِينِيّ
فاعبدوا فاعبدوا
ما ما
شئتم شاء
من مِن
دونه دُون
قل قال
ان أَنَّ
الخاسرين خاسِر
الذين الَّذِي
خسروا خَسِر
انفسهم نَفْس
واهليهم أَهْلِيّ
يوم يَوْم
القيامة قِيامَة
الا إِلّا
ذلك ذٰلِكَ
هو هُوَ
الخسران خَسْران
المبين مُبَيِّن
لهم لِ
من مِن
فوقهم فَوْق
ظلل ظَلَّل
من مِن
